Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Min_Price,Max_Price,Price_Midpoint,Revenue_Per_Unit,Trend_Category
PROD-2025-0779,Pro Biodegradable Products Kit,Eco-Friendly,Biodegradable Products,85465,8332837.5,$86-$109,74.4,Amazon Best Sellers,Trending based on category growth and social media signals.,86,109,97.5,97.5,"""Low Trend"""
PROD-2025-0780,Sustainable Footwear Dress,Fashion,Footwear,57870,7378425,$99-$156,79,Instagram Shop Popular,Trending based on category growth and social media signals.,99,156,127.5,127.5,"""Medium Trend"""
PROD-2025-0781,Aura Kitchen Gadgets Blender,Home & Garden,Kitchen Gadgets,233452,19376516,$65-$101,92.9,Instagram Shop Popular,Trending based on category growth and social media signals.,65,101,83,83,"""High Trend"""
PROD-2025-0782,Ergonomic Eco-friendly Cleaning Vacuum,Home & Garden,Eco-friendly Cleaning,16808,1193368,$67-$75,71.4,Shopify Trending List,Trending based on category growth and social media signals.,67,75,71,71,"""Low Trend"""
PROD-2025-0783,Pro Recovery Tools Bench,Fitness,Recovery Tools,41248,4537280,$79-$141,84.1,Instagram Shop Popular,Trending based on category growth and social media signals.,79,141,110,110,"""Medium Trend"""
PROD-2025-0784,Swift Biodegradable Products Soap,Eco-Friendly,Biodegradable Products,59600,9953200,$125-$209,81.5,Google Trends Breakout,Trending based on category growth and social media signals.,125,209,167,167,"""Medium Trend"""
PROD-2025-0785,Luxe Indoor Plants Accessories Planter,Home & Garden,Indoor Plants Accessories,44777,5686679,$87-$167,87.2,Shopify Trending List,Trending based on category growth and social media signals.,87,167,127,127,"""Medium Trend"""
PROD-2025-0786,Pure Indoor Plants Accessories Cleaner,Home & Garden,Indoor Plants Accessories,28512,3578256,$121-$130,82.9,Instagram Shop Popular,Trending based on category growth and social media signals.,121,130,125.5,125.5,"""Medium Trend"""
PROD-2025-0787,Glow Baby Safety Gear Bottle,Baby,Baby Safety Gear,69186,5707845,$65-$100,76.8,Instagram Shop Popular,Trending based on category growth and social media signals.,65,100,82.5,82.5,"""Medium Trend"""
PROD-2025-0788,Smart Fragrances Lipstick,Beauty & Skincare,Fragrances,89000,16643000,$147-$227,87.6,Shopify Trending List,Trending based on category growth and social media signals.,147,227,187,187,"""Medium Trend"""
PROD-2025-0789,Eco Smart Pet Feeders Carrier,Pet,Smart Pet Feeders,52375,2330687.5,$19-$70,76.7,Amazon Best Sellers,Trending based on category growth and social media signals.,19,70,44.5,44.5,"""Medium Trend"""
PROD-2025-0790,Portable Biodegradable Products Utensils,Eco-Friendly,Biodegradable Products,23285,1688162.5,$67-$78,85.6,Shopify Trending List,Trending based on category growth and social media signals.,67,78,72.5,72.5,"""Medium Trend"""
PROD-2025-0791,Pro Fragrances Perfume,Beauty & Skincare,Fragrances,29112,771468,$15-$38,77.8,Shopify Trending List,Trending based on category growth and social media signals.,15,38,26.5,26.5,"""Medium Trend"""
PROD-2025-0792,Flex Activewear Tracker,Fitness,Activewear,412983,38200927.5,$71-$114,93.2,Shopify Trending List,Trending based on category growth and social media signals.,71,114,92.5,92.5,"""High Trend"""
PROD-2025-0793,Eco SaaS Subscriptions Bundle,Digital Goods,SaaS Subscriptions,82605,11647305,$98-$184,82.6,Shopify Trending List,Trending based on category growth and social media signals.,98,184,141,141,"""Medium Trend"""
PROD-2025-0794,Pro Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,75901,7020842.5,$90-$95,87.2,Instagram Shop Popular,Trending based on category growth and social media signals.,90,95,92.5,92.5,"""Medium Trend"""
PROD-2025-0795,Zen Pet Grooming Tools Toy,Pet,Pet Grooming Tools,83354,14253534,$127-$215,85.4,Shopify Trending List,Trending based on category growth and social media signals.,127,215,171,171,"""Medium Trend"""
PROD-2025-0796,Minimalist Indoor Plants Accessories Desk,Home & Garden,Indoor Plants Accessories,13982,936794,$22-$112,71.1,Shopify Trending List,Trending based on category growth and social media signals.,22,112,67,67,"""Low Trend"""
PROD-2025-0797,Premium Accessories T-Shirt,Fashion,Accessories,10703,144490.5,$10-$17,84.7,Amazon Best Sellers,Trending based on category growth and social media signals.,10,17,13.5,13.5,"""Medium Trend"""
PROD-2025-0798,Ultra Menswear Dress,Fashion,Menswear,42064,2082168,$19-$80,78.4,Google Trends Breakout,Trending based on category growth and social media signals.,19,80,49.5,49.5,"""Medium Trend"""
PROD-2025-0799,Pro Fragrances Perfume,Beauty & Skincare,Fragrances,39698,3175840,$74-$86,75.6,Shopify Trending List,Trending based on category growth and social media signals.,74,86,80,80,"""Medium Trend"""
PROD-2025-0800,Luxe Interactive Pet Toys Feeder,Pet,Interactive Pet Toys,13781,2074040.5,$132-$169,77.3,Amazon Best Sellers,Trending based on category growth and social media signals.,132,169,150.5,150.5,"""Medium Trend"""
PROD-2025-0801,Flex Organic Makeup Lotion,Beauty & Skincare,Organic Makeup,489274,44523934,$46-$136,93.1,Google Trends Breakout,Trending based on category growth and social media signals.,46,136,91,91,"""High Trend"""
PROD-2025-0802,Glow Pet Apparel Bowl,Pet,Pet Apparel,30739,1014387,$13-$53,71.4,Shopify Trending List,Trending based on category growth and social media signals.,13,53,33,33,"""Low Trend"""
PROD-2025-0803,Wireless Solar Powered Gadgets Bottle,Eco-Friendly,Solar Powered Gadgets,330081,14853645,$33-$57,93.9,Amazon Best Sellers,Trending based on category growth and social media signals.,33,57,45,45,"""High Trend"""
PROD-2025-0804,Ergonomic Stock Media Bundle,Digital Goods,Stock Media,90973,11781003.5,$89-$170,84.5,Amazon Best Sellers,Trending based on category growth and social media signals.,89,170,129.5,129.5,"""Medium Trend"""
PROD-2025-0805,Zen Footwear Scarf,Fashion,Footwear,205212,39195492,$150-$232,93.4,Amazon Best Sellers,Trending based on category growth and social media signals.,150,232,191,191,"""High Trend"""
PROD-2025-0806,Minimalist Phone Accessories Projector,Electronics,Phone Accessories,98904,10533276,$57-$156,86.6,Google Trends Breakout,Trending based on category growth and social media signals.,57,156,106.5,106.5,"""Medium Trend"""
PROD-2025-0807,Glow Organic Pet Food Bowl,Pet,Organic Pet Food,16121,1853915,$88-$142,77.7,Shopify Trending List,Trending based on category growth and social media signals.,88,142,115,115,"""Medium Trend"""
PROD-2025-0808,Nano Smart Home Devices Charger,Electronics,Smart Home Devices,46772,5355394,$85-$144,75.3,Shopify Trending List,Trending based on category growth and social media signals.,85,144,114.5,114.5,"""Medium Trend"""
PROD-2025-0809,Vital Yoga Gear Tracker,Fitness,Yoga Gear,391151,66495670,$145-$195,90.8,Instagram Shop Popular,Trending based on category growth and social media signals.,145,195,170,170,"""High Trend"""
PROD-2025-0810,Vital Sustainable Apparel Sneakers,Fashion,Sustainable Apparel,34925,1658937.5,$16-$79,85.1,Shopify Trending List,Trending based on category growth and social media signals.,16,79,47.5,47.5,"""Medium Trend"""
PROD-2025-0811,Glow Indoor Plants Accessories Diffuser,Home & Garden,Indoor Plants Accessories,16051,1974273,$89-$157,88.4,Amazon Best Sellers,Trending based on category growth and social media signals.,89,157,123,123,"""Medium Trend"""
PROD-2025-0812,Aura Smart Pet Feeders Carrier,Pet,Smart Pet Feeders,29923,4638065,$116-$194,74.3,Google Trends Breakout,Trending based on category growth and social media signals.,116,194,155,155,"""Low Trend"""
PROD-2025-0813,Wireless Smart Lighting Organizer,Home & Garden,Smart Lighting,21440,3623360,$138-$200,83.2,Google Trends Breakout,Trending based on category growth and social media signals.,138,200,169,169,"""Medium Trend"""
PROD-2025-0814,Zen Footwear Hoodie,Fashion,Footwear,178634,6698775,$32-$43,90.7,Shopify Trending List,Trending based on category growth and social media signals.,32,43,37.5,37.5,"""High Trend"""
PROD-2025-0815,Organic Smart Lighting Cleaner,Home & Garden,Smart Lighting,89954,10254756,$80-$148,89.7,Instagram Shop Popular,Trending based on category growth and social media signals.,80,148,114,114,"""Medium Trend"""
PROD-2025-0816,Sustainable Fragrances Brush,Beauty & Skincare,Fragrances,13376,1865952,$120-$159,88.7,Instagram Shop Popular,Trending based on category growth and social media signals.,120,159,139.5,139.5,"""Medium Trend"""
PROD-2025-0817,Eco Eco-friendly Diapers Swaddle,Baby,Eco-friendly Diapers,62240,5881680,$66-$123,77.6,Shopify Trending List,Trending based on category growth and social media signals.,66,123,94.5,94.5,"""Medium Trend"""
PROD-2025-0818,Pro Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,56342,1549405,$17-$38,81.8,Shopify Trending List,Trending based on category growth and social media signals.,17,38,27.5,27.5,"""Medium Trend"""
PROD-2025-0819,Vital Korean Skincare Perfume,Beauty & Skincare,Korean Skincare,62533,9379950,$138-$162,77.4,Amazon Best Sellers,Trending based on category growth and social media signals.,138,162,150,150,"""Medium Trend"""
PROD-2025-0820,Pure Organic Baby Clothing Toy,Baby,Organic Baby Clothing,24153,3007048.5,$101-$148,83.8,Instagram Shop Popular,Trending based on category growth and social media signals.,101,148,124.5,124.5,"""Medium Trend"""
PROD-2025-0821,Vital Phone Accessories Earbuds,Electronics,Phone Accessories,52465,2990505,$20-$94,72.3,Instagram Shop Popular,Trending based on category growth and social media signals.,20,94,57,57,"""Low Trend"""
PROD-2025-0822,Aura Eco-friendly Cleaning Organizer,Home & Garden,Eco-friendly Cleaning,91808,16341824,$139-$217,81.3,Shopify Trending List,Trending based on category growth and social media signals.,139,217,178,178,"""Medium Trend"""
PROD-2025-0823,Flex Accessories Bag,Fashion,Accessories,71987,4319220,$16-$104,74.8,Amazon Best Sellers,Trending based on category growth and social media signals.,16,104,60,60,"""Low Trend"""
PROD-2025-0824,Ergonomic Charging Solutions Earbuds,Electronics,Charging Solutions,63763,3251913,$44-$58,71.7,Shopify Trending List,Trending based on category growth and social media signals.,44,58,51,51,"""Low Trend"""
PROD-2025-0825,Minimalist Solar Powered Gadgets Soap,Eco-Friendly,Solar Powered Gadgets,16200,1158300,$68-$75,84.7,Google Trends Breakout,Trending based on category growth and social media signals.,68,75,71.5,71.5,"""Medium Trend"""
PROD-2025-0826,Ergonomic Organic Makeup Dryer,Beauty & Skincare,Organic Makeup,13258,1955555,$127-$168,73.2,Shopify Trending List,Trending based on category growth and social media signals.,127,168,147.5,147.5,"""Low Trend"""
PROD-2025-0827,Pure Activewear Roller,Fitness,Activewear,66382,10156446,$137-$169,83,Shopify Trending List,Trending based on category growth and social media signals.,137,169,153,153,"""Medium Trend"""
PROD-2025-0828,Swift Reusable Packaging Bottle,Eco-Friendly,Reusable Packaging,38810,5821500,$143-$157,88.8,Amazon Best Sellers,Trending based on category growth and social media signals.,143,157,150,150,"""Medium Trend"""
PROD-2025-0829,Zen Pet Grooming Tools Leash,Pet,Pet Grooming Tools,47281,4988145.5,$68-$143,80.3,Amazon Best Sellers,Trending based on category growth and social media signals.,68,143,105.5,105.5,"""Medium Trend"""
PROD-2025-0830,Zen Personal Care Gadgets Mask,Beauty & Skincare,Personal Care Gadgets,88414,12643202,$93-$193,75.1,Google Trends Breakout,Trending based on category growth and social media signals.,93,193,143,143,"""Medium Trend"""
PROD-2025-0831,Wireless Stock Media Course,Digital Goods,Stock Media,94165,13041852.5,$98-$179,76.8,Instagram Shop Popular,Trending based on category growth and social media signals.,98,179,138.5,138.5,"""Medium Trend"""
PROD-2025-0832,Luxe Smart Pet Feeders Collar,Pet,Smart Pet Feeders,95416,11068256,$67-$165,84.2,Instagram Shop Popular,Trending based on category growth and social media signals.,67,165,116,116,"""Medium Trend"""
PROD-2025-0833,Smart Reusable Packaging Utensils,Eco-Friendly,Reusable Packaging,35977,4641033,$111-$147,85.6,Instagram Shop Popular,Trending based on category growth and social media signals.,111,147,129,129,"""Medium Trend"""
PROD-2025-0834,Minimalist Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,480071,88333064,$142-$226,92.4,Shopify Trending List,Trending based on category growth and social media signals.,142,226,184,184,"""High Trend"""
PROD-2025-0835,Sustainable Reusable Packaging Bag,Eco-Friendly,Reusable Packaging,26929,3850847,$123-$163,76.8,Instagram Shop Popular,Trending based on category growth and social media signals.,123,163,143,143,"""Medium Trend"""
PROD-2025-0836,Portable Phone Accessories Power Bank,Electronics,Phone Accessories,92483,1849660,$11-$29,80.8,Instagram Shop Popular,Trending based on category growth and social media signals.,11,29,20,20,"""Medium Trend"""
PROD-2025-0837,Ergonomic Eco-friendly Cleaning Lamp,Home & Garden,Eco-friendly Cleaning,84187,12628050,$105-$195,70.9,Instagram Shop Popular,Trending based on category growth and social media signals.,105,195,150,150,"""Low Trend"""
PROD-2025-0838,Wireless Personal Care Gadgets Lipstick,Beauty & Skincare,Personal Care Gadgets,25836,3578286,$112-$165,85.6,Google Trends Breakout,Trending based on category growth and social media signals.,112,165,138.5,138.5,"""Medium Trend"""
PROD-2025-0839,Vital Recovery Tools Dumbbell,Fitness,Recovery Tools,84706,11054133,$84-$177,79.6,Shopify Trending List,Trending based on category growth and social media signals.,84,177,130.5,130.5,"""Medium Trend"""
PROD-2025-0840,Portable Digital Planners Guide,Digital Goods,Digital Planners,26887,2258508,$70-$98,85.5,Google Trends Breakout,Trending based on category growth and social media signals.,70,98,84,84,"""Medium Trend"""
PROD-2025-0841,Organic Biodegradable Products Sponge,Eco-Friendly,Biodegradable Products,86527,4456140.5,$23-$80,76.2,Google Trends Breakout,Trending based on category growth and social media signals.,23,80,51.5,51.5,"""Medium Trend"""
PROD-2025-0842,Ultra Hair Care Tools Brush,Beauty & Skincare,Hair Care Tools,38642,2048026,$30-$76,74.2,Instagram Shop Popular,Trending based on category growth and social media signals.,30,76,53,53,"""Low Trend"""
PROD-2025-0843,Zen Hair Care Tools Mask,Beauty & Skincare,Hair Care Tools,26841,4240878,$142-$174,84.6,Shopify Trending List,Trending based on category growth and social media signals.,142,174,158,158,"""Medium Trend"""
PROD-2025-0844,Ergonomic Interactive Pet Toys Shampoo,Pet,Interactive Pet Toys,14968,523880,$23-$47,70,Instagram Shop Popular,Trending based on category growth and social media signals.,23,47,35,35,"""Low Trend"""
PROD-2025-0845,Pure Yoga Gear Tracker,Fitness,Yoga Gear,24850,4149950,$144-$190,77.6,Google Trends Breakout,Trending based on category growth and social media signals.,144,190,167,167,"""Medium Trend"""
PROD-2025-0846,Pro Organic Pet Food Bed,Pet,Organic Pet Food,12451,1985934.5,$144-$175,70.6,Shopify Trending List,Trending based on category growth and social media signals.,144,175,159.5,159.5,"""Low Trend"""
PROD-2025-0847,Glow Charging Solutions Earbuds,Electronics,Charging Solutions,33009,3317404.5,$76-$125,84.2,Amazon Best Sellers,Trending based on category growth and social media signals.,76,125,100.5,100.5,"""Medium Trend"""
PROD-2025-0848,Ergonomic Indoor Plants Accessories Desk,Home & Garden,Indoor Plants Accessories,25248,3888192,$147-$161,74.9,Shopify Trending List,Trending based on category growth and social media signals.,147,161,154,154,"""Low Trend"""
PROD-2025-0849,Luxe Kitchen Gadgets Lamp,Home & Garden,Kitchen Gadgets,22684,1395066,$23-$100,85.6,Instagram Shop Popular,Trending based on category growth and social media signals.,23,100,61.5,61.5,"""Medium Trend"""
PROD-2025-0850,Minimalist Organic Baby Clothing Pacifier,Baby,Organic Baby Clothing,91803,10236034.5,$108-$115,83.5,Amazon Best Sellers,Trending based on category growth and social media signals.,108,115,111.5,111.5,"""Medium Trend"""
PROD-2025-0851,Portable Menswear Scarf,Fashion,Menswear,20596,2873142,$100-$179,80.4,Google Trends Breakout,Trending based on category growth and social media signals.,100,179,139.5,139.5,"""Medium Trend"""
PROD-2025-0852,Pure Indoor Plants Accessories Diffuser,Home & Garden,Indoor Plants Accessories,97807,16431576,$143-$193,75.8,Shopify Trending List,Trending based on category growth and social media signals.,143,193,168,168,"""Medium Trend"""
PROD-2025-0853,Swift E-books Asset,Digital Goods,E-books,24216,738588,$10-$51,77.2,Amazon Best Sellers,Trending based on category growth and social media signals.,10,51,30.5,30.5,"""Medium Trend"""
PROD-2025-0854,Premium Online Courses Asset,Digital Goods,Online Courses,72310,8098720,$109-$115,78.4,Google Trends Breakout,Trending based on category growth and social media signals.,109,115,112,112,"""Medium Trend"""
PROD-2025-0855,Sustainable Eco-friendly Cleaning Shelf,Home & Garden,Eco-friendly Cleaning,63162,9347976,$106-$190,79.6,Instagram Shop Popular,Trending based on category growth and social media signals.,106,190,148,148,"""Medium Trend"""
PROD-2025-0856,Premium Smart Pet Feeders Bed,Pet,Smart Pet Feeders,85087,11316571,$104-$162,85.9,Instagram Shop Popular,Trending based on category growth and social media signals.,104,162,133,133,"""Medium Trend"""
PROD-2025-0857,Zen Digital Planners Bundle,Digital Goods,Digital Planners,34931,5012598.5,$135-$152,86.8,Shopify Trending List,Trending based on category growth and social media signals.,135,152,143.5,143.5,"""Medium Trend"""
PROD-2025-0858,Glow Zero-waste Kits Composter,Eco-Friendly,Zero-waste Kits,61559,8895275.5,$124-$165,70.8,Instagram Shop Popular,Trending based on category growth and social media signals.,124,165,144.5,144.5,"""Low Trend"""
PROD-2025-0859,Eco Eco-friendly Cleaning Mug,Home & Garden,Eco-friendly Cleaning,78806,3309852,$26-$58,75.8,Instagram Shop Popular,Trending based on category growth and social media signals.,26,58,42,42,"""Medium Trend"""
PROD-2025-0860,Vital Pet Grooming Tools Bed,Pet,Pet Grooming Tools,339244,24425568,$62-$82,92.8,Google Trends Breakout,Trending based on category growth and social media signals.,62,82,72,72,"""High Trend"""
PROD-2025-0861,Swift Baby Safety Gear Swaddle,Baby,Baby Safety Gear,74818,10698974,$119-$167,82.9,Amazon Best Sellers,Trending based on category growth and social media signals.,119,167,143,143,"""Medium Trend"""
PROD-2025-0862,Smart Yoga Gear Bottle,Fitness,Yoga Gear,33588,1578636,$21-$73,78.2,Instagram Shop Popular,Trending based on category growth and social media signals.,21,73,47,47,"""Medium Trend"""
PROD-2025-0863,Swift Menswear Jacket,Fashion,Menswear,87621,12661234.5,$119-$170,81.4,Instagram Shop Popular,Trending based on category growth and social media signals.,119,170,144.5,144.5,"""Medium Trend"""
PROD-2025-0864,Aura Charging Solutions Earbuds,Electronics,Charging Solutions,16002,1488186,$71-$115,86.5,Shopify Trending List,Trending based on category growth and social media signals.,71,115,93,93,"""Medium Trend"""
PROD-2025-0865,Pro Biodegradable Products Sponge,Eco-Friendly,Biodegradable Products,10461,1077483,$100-$106,73.6,Shopify Trending List,Trending based on category growth and social media signals.,100,106,103,103,"""Low Trend"""
PROD-2025-0866,Eco Yoga Gear Bottle,Fitness,Yoga Gear,66822,3474744,$37-$67,83.8,Amazon Best Sellers,Trending based on category growth and social media signals.,37,67,52,52,"""Medium Trend"""
PROD-2025-0867,Organic Womenswear Dress,Fashion,Womenswear,56108,6761014,$115-$126,85.9,Shopify Trending List,Trending based on category growth and social media signals.,115,126,120.5,120.5,"""Medium Trend"""
PROD-2025-0868,Nano SaaS Subscriptions Tool,Digital Goods,SaaS Subscriptions,27330,2896980,$84-$128,84,Instagram Shop Popular,Trending based on category growth and social media signals.,84,128,106,106,"""Medium Trend"""
PROD-2025-0869,Aura Educational Toys Diaper,Baby,Educational Toys,57342,3813243,$31-$102,76.7,Instagram Shop Popular,Trending based on category growth and social media signals.,31,102,66.5,66.5,"""Medium Trend"""
PROD-2025-0870,Pro Solar Powered Gadgets Straws,Eco-Friendly,Solar Powered Gadgets,88488,8981532,$85-$118,84.1,Amazon Best Sellers,Trending based on category growth and social media signals.,85,118,101.5,101.5,"""Medium Trend"""
PROD-2025-0871,Nano Smart Baby Monitors Crib,Baby,Smart Baby Monitors,79800,3790500,$17-$78,80.6,Google Trends Breakout,Trending based on category growth and social media signals.,17,78,47.5,47.5,"""Medium Trend"""
PROD-2025-0872,Sustainable Organic Makeup Mask,Beauty & Skincare,Organic Makeup,48708,8061174,$137-$194,88.9,Amazon Best Sellers,Trending based on category growth and social media signals.,137,194,165.5,165.5,"""Medium Trend"""
PROD-2025-0873,Nano Eco-friendly Cleaning Shelf,Home & Garden,Eco-friendly Cleaning,55136,4824400,$52-$123,83.8,Shopify Trending List,Trending based on category growth and social media signals.,52,123,87.5,87.5,"""Medium Trend"""
PROD-2025-0874,Pure Interactive Pet Toys Brush,Pet,Interactive Pet Toys,55713,5794152,$90-$118,83.7,Instagram Shop Popular,Trending based on category growth and social media signals.,90,118,104,104,"""Medium Trend"""
PROD-2025-0875,Premium Baby Safety Gear Bottle,Baby,Baby Safety Gear,10144,1060048,$95-$114,84.3,Shopify Trending List,Trending based on category growth and social media signals.,95,114,104.5,104.5,"""Medium Trend"""
PROD-2025-0876,Sustainable Baby Safety Gear Toy,Baby,Baby Safety Gear,45195,6847042.5,$140-$163,85.7,Shopify Trending List,Trending based on category growth and social media signals.,140,163,151.5,151.5,"""Medium Trend"""
PROD-2025-0877,Portable Smart Baby Monitors Bib,Baby,Smart Baby Monitors,19065,2783490,$100-$192,70.1,Amazon Best Sellers,Trending based on category growth and social media signals.,100,192,146,146,"""Low Trend"""
PROD-2025-0878,Luxe Wearable Tech Earbuds,Electronics,Wearable Tech,18078,2015697,$83-$140,71.3,Shopify Trending List,Trending based on category growth and social media signals.,83,140,111.5,111.5,"""Low Trend"""
PROD-2025-0879,Glow Eco-friendly Diapers Carrier,Baby,Eco-friendly Diapers,88418,4774572,$45-$63,75,Amazon Best Sellers,Trending based on category growth and social media signals.,45,63,54,54,"""Medium Trend"""
PROD-2025-0880,Portable Stock Media Template,Digital Goods,Stock Media,222232,27334536,$116-$130,90.9,Amazon Best Sellers,Trending based on category growth and social media signals.,116,130,123,123,"""High Trend"""
PROD-2025-0881,Aura Activewear Band,Fitness,Activewear,59673,3192505.5,$51-$56,73.5,Instagram Shop Popular,Trending based on category growth and social media signals.,51,56,53.5,53.5,"""Low Trend"""
PROD-2025-0882,Sustainable Digital Planners Preset,Digital Goods,Digital Planners,28794,1641258,$50-$64,80.5,Google Trends Breakout,Trending based on category growth and social media signals.,50,64,57,57,"""Medium Trend"""
PROD-2025-0883,Wireless Organic Baby Clothing Bottle,Baby,Organic Baby Clothing,72925,10719975,$139-$155,74.6,Google Trends Breakout,Trending based on category growth and social media signals.,139,155,147,147,"""Low Trend"""
PROD-2025-0884,Flex Digital Planners Asset,Digital Goods,Digital Planners,33271,3859436,$88-$144,75.6,Instagram Shop Popular,Trending based on category growth and social media signals.,88,144,116,116,"""Medium Trend"""
PROD-2025-0885,Swift Pet Apparel Treats,Pet,Pet Apparel,70779,7821079.5,$75-$146,78.6,Instagram Shop Popular,Trending based on category growth and social media signals.,75,146,110.5,110.5,"""Medium Trend"""
PROD-2025-0886,Luxe Home Office Decor Blender,Home & Garden,Home Office Decor,76634,14407192,$143-$233,83,Google Trends Breakout,Trending based on category growth and social media signals.,143,233,188,188,"""Medium Trend"""
PROD-2025-0887,Vital Activewear Shorts,Fitness,Activewear,23990,3934360,$130-$198,85.5,Google Trends Breakout,Trending based on category growth and social media signals.,130,198,164,164,"""Medium Trend"""
PROD-2025-0888,Pure Organic Pet Food Treats,Pet,Organic Pet Food,32759,5896620,$142-$218,71.4,Google Trends Breakout,Trending based on category growth and social media signals.,142,218,180,180,"""Low Trend"""
PROD-2025-0889,Premium Smart Pet Feeders Feeder,Pet,Smart Pet Feeders,73860,8161530,$103-$118,76.4,Shopify Trending List,Trending based on category growth and social media signals.,103,118,110.5,110.5,"""Medium Trend"""
PROD-2025-0890,Glow Stock Media Template,Digital Goods,Stock Media,38511,7471134,$146-$242,88,Shopify Trending List,Trending based on category growth and social media signals.,146,242,194,194,"""Medium Trend"""
PROD-2025-0891,Luxe Smart Fitness Trackers Roller,Fitness,Smart Fitness Trackers,30944,4177440,$124-$146,84.6,Amazon Best Sellers,Trending based on category growth and social media signals.,124,146,135,135,"""Medium Trend"""
PROD-2025-0892,Ergonomic Digital Planners Asset,Digital Goods,Digital Planners,85526,3078936,$20-$52,83.6,Shopify Trending List,Trending based on category growth and social media signals.,20,52,36,36,"""Medium Trend"""
PROD-2025-0893,Vital Zero-waste Kits Wrap,Eco-Friendly,Zero-waste Kits,34928,6060008,$130-$217,80.9,Instagram Shop Popular,Trending based on category growth and social media signals.,130,217,173.5,173.5,"""Medium Trend"""
PROD-2025-0894,Pro Educational Toys Carrier,Baby,Educational Toys,59618,5097339,$76-$95,84.1,Google Trends Breakout,Trending based on category growth and social media signals.,76,95,85.5,85.5,"""Medium Trend"""
PROD-2025-0895,Portable Pet Apparel Collar,Pet,Pet Apparel,177536,20682944,$95-$138,91.6,Instagram Shop Popular,Trending based on category growth and social media signals.,95,138,116.5,116.5,"""High Trend"""
PROD-2025-0896,Pro Pet Apparel Bed,Pet,Pet Apparel,48719,6406548.5,$86-$177,87,Shopify Trending List,Trending based on category growth and social media signals.,86,177,131.5,131.5,"""Medium Trend"""
PROD-2025-0897,Wireless Online Courses App,Digital Goods,Online Courses,94327,9951498.5,$92-$119,75.7,Instagram Shop Popular,Trending based on category growth and social media signals.,92,119,105.5,105.5,"""Medium Trend"""
PROD-2025-0898,Pure Recovery Tools Bottle,Fitness,Recovery Tools,85160,7706980,$85-$96,78.9,Instagram Shop Popular,Trending based on category growth and social media signals.,85,96,90.5,90.5,"""Medium Trend"""
PROD-2025-0899,Minimalist Smart Home Devices Projector,Electronics,Smart Home Devices,70732,10043944,$107-$177,80.4,Google Trends Breakout,Trending based on category growth and social media signals.,107,177,142,142,"""Medium Trend"""
PROD-2025-0900,Smart Organic Makeup Serum,Beauty & Skincare,Organic Makeup,61622,5761657,$47-$140,70.4,Amazon Best Sellers,Trending based on category growth and social media signals.,47,140,93.5,93.5,"""Low Trend"""
PROD-2025-0901,Organic Home Gym Equipment Mat,Fitness,Home Gym Equipment,72223,11447345.5,$122-$195,82.6,Instagram Shop Popular,Trending based on category growth and social media signals.,122,195,158.5,158.5,"""Medium Trend"""
PROD-2025-0902,Aura Wearable Tech Power Bank,Electronics,Wearable Tech,24382,3303761,$124-$147,73.9,Shopify Trending List,Trending based on category growth and social media signals.,124,147,135.5,135.5,"""Low Trend"""
PROD-2025-0903,Ergonomic Upcycled Fashion Utensils,Eco-Friendly,Upcycled Fashion,66305,8652802.5,$117-$144,77.4,Shopify Trending List,Trending based on category growth and social media signals.,117,144,130.5,130.5,"""Medium Trend"""
PROD-2025-0904,Swift Home Gym Equipment Bench,Fitness,Home Gym Equipment,53407,4726519.5,$66-$111,83.1,Google Trends Breakout,Trending based on category growth and social media signals.,66,111,88.5,88.5,"""Medium Trend"""
PROD-2025-0905,Pro Fragrances Cleanser,Beauty & Skincare,Fragrances,63840,9256800,$123-$167,88.7,Google Trends Breakout,Trending based on category growth and social media signals.,123,167,145,145,"""Medium Trend"""
PROD-2025-0906,Pure Hair Care Tools Lotion,Beauty & Skincare,Hair Care Tools,68208,4672248,$61-$76,78,Google Trends Breakout,Trending based on category growth and social media signals.,61,76,68.5,68.5,"""Medium Trend"""
PROD-2025-0907,Zen Biodegradable Products Soap,Eco-Friendly,Biodegradable Products,85869,8071686,$87-$101,79.2,Amazon Best Sellers,Trending based on category growth and social media signals.,87,101,94,94,"""Medium Trend"""
PROD-2025-0908,Premium Solar Powered Gadgets Composter,Eco-Friendly,Solar Powered Gadgets,489770,41875335,$61-$110,93.2,Shopify Trending List,Trending based on category growth and social media signals.,61,110,85.5,85.5,"""High Trend"""
PROD-2025-0909,Glow Athleisure Bag,Fashion,Athleisure,17651,1112013,$47-$79,76.7,Shopify Trending List,Trending based on category growth and social media signals.,47,79,63,63,"""Medium Trend"""
PROD-2025-0910,Luxe Smart Lighting Diffuser,Home & Garden,Smart Lighting,12098,992036,$38-$126,88.9,Google Trends Breakout,Trending based on category growth and social media signals.,38,126,82,82,"""Medium Trend"""
